hgnc_id,gene,pubmed_hits,pubmed_query,as_of
HGNC:7132,KMT2A,1057,"(""KMT2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15840,KMT2B,150,"(""KMT2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13726,KMT2C,395,"(""KMT2C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7133,KMT2D,925,"(""KMT2D""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18541,KMT2E,38,"(""KMT2E""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24283,KMT5B,31,"(""KMT5B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6404,KPTN,17,"(""KPTN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1573,KRIT1,320,"(""KRIT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20499,L2HGDH,52,"(""L2HGDH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6482,LAMA2,308,"(""LAMA2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6494,LAMC3,41,"(""LAMC3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6511,LARGE1,21,"(""LARGE1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6512,LARS1,29,"(""LARS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6572,LGI1,857,"(""LGI1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16429,LIAS,207,"(""LIAS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6600,LIG3,132,"(""LIG3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:37216,LIPT2,18,"(""LIPT2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25287,LMBRD2,2,"(""LMBRD2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6638,LMNB2,59,"(""LMNB2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6654,LMX1B,252,"(""LMX1B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21610,LNPK,7,"(""LNPK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1742,LRBA,222,"(""LRBA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15714,LRPPRC,197,"(""LRPPRC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18531,LRRC7,15,"(""LRRC7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6708,LSS,2502,"(""LSS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:1968,LYST,171,"(""LYST""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13664,MACF1,103,"(""MACF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6766,MADD,373,"(""MADD""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6776,MAF,2858,"(""MAF""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6831,MANBA,44,"(""MANBA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6836,MAP1B,272,"(""MAP1B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6840,MAP2K1,636,"(""MAP2K1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6842,MAP2K2,147,"(""MAP2K2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30550,MARCHF6,17,"(""MARCHF6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:3332,MARK2,143,"(""MARK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19034,MAST1,35,"(""MAST1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19036,MAST3,23,"(""MAST3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19037,MAST4,33,"(""MAST4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20444,MBD5,86,"(""MBD5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15505,MBOAT7,190,"(""MBOAT7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6946,MCM3AP,85,"(""MCM3AP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6954,MCPH1,189,"(""MCPH1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19835,MDGA2,30,"(""MDGA2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6970,MDH1,121,"(""MDH1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6971,MDH2,124,"(""MDH2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6990,MECP2,2426,"(""MECP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:32687,MED11,10,"(""MED11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:11957,MED12,475,"(""MED12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:22962,MED13L,74,"(""MED13L""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:2375,MED17,25,"(""MED17""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:2372,MED23,58,"(""MED23""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28845,MED25,59,"(""MED25""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:2377,MED27,18,"(""MED27""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:6996,MEF2C,777,"(""MEF2C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24858,MFF,454,"(""MFF""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28486,MFSD8,66,"(""MFSD8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7102,MINPP1,27,"(""MINPP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17082,MLC1,222,"(""MLC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24525,MMACHC,223,"(""MMACHC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25221,MMADHC,34,"(""MMADHC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7190,MOCS1,52,"(""MOCS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7193,MOCS2,38,"(""MOCS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24862,MOGS,70,"(""MOGS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23573,MORC2,88,"(""MORC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7207,MPDU1,19,"(""MPDU1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25544,MSL2,29,"(""MSL2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7414,MT-ATP6,183,"(""MT-ATP6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7458,MT-ND3,53,"(""MT-ND3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7489,MT-TK,33,"(""MT-TK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7490,MT-TL1,123,"(""MT-TL1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7436,MTHFR,6659,"(""MTHFR""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7437,MTHFS,38,"(""MTHFS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29601,MTNAP1,0,"(""MTNAP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:3942,MTOR,34808,"(""MTOR""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7468,MTR,1928,"(""MTR""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23386,MYCBP2,42,"(""MYCBP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7623,MYT1L,106,"(""MYT1L""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18704,NAA10,102,"(""NAA10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30782,NAA15,50,"(""NAA15""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20967,NACC1,50,"(""NACC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7632,NAGLU,127,"(""NAGLU""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19082,NALCN,105,"(""NALCN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15751,NAPB,61,"(""NAPB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7643,NARS1,12,"(""NARS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26274,NARS2,37,"(""NARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25576,NAXD,17,"(""NAXD""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18453,NAXE,26,"(""NAXE""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7648,NBEA,54,"(""NBEA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17597,NCDN,17,"(""NCDN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7666,NCKAP1,43,"(""NCKAP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17619,NDE1,102,"(""NDE1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7678,NDP,896,"(""NDP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7680,NDST1,77,"(""NDST1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7683,NDUFA1,53,"(""NDUFA1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7684,NDUFA10,34,"(""NDUFA10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20371,NDUFA11,27,"(""NDUFA11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17194,NDUFA13,26,"(""NDUFA13""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7685,NDUFA2,27,"(""NDUFA2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7690,NDUFA6,25,"(""NDUFA6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7693,NDUFA9,43,"(""NDUFA9""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28086,NDUFAF2,36,"(""NDUFAF2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29918,NDUFAF3,16,"(""NDUFAF3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21034,NDUFAF4,15,"(""NDUFAF4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15899,NDUFAF5,25,"(""NDUFAF5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7707,NDUFS1,131,"(""NDUFS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7708,NDUFS2,84,"(""NDUFS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7711,NDUFS4,134,"(""NDUFS4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7713,NDUFS6,25,"(""NDUFS6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7714,NDUFS7,46,"(""NDUFS7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7715,NDUFS8,54,"(""NDUFS8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7716,NDUFV1,118,"(""NDUFV1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24539,NECAP1,9,"(""NECAP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7728,NEDD4L,303,"(""NEDD4L""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7758,NEU1,282,"(""NEU1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7763,NEUROD2,56,"(""NEUROD2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:29433,NEXMIF,33,"(""NEXMIF""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7765,NF1,7336,"(""NF1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17646,NGLY1,111,"(""NGLY1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21576,NHLRC1,56,"(""NHLRC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24731,NHLRC2,23,"(""NHLRC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7887,NOVA2,61,"(""NOVA2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7897,NPC1,1083,"(""NPC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14537,NPC2,480,"(""NPC2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24969,NPRL2,95,"(""NPRL2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14124,NPRL3,88,"(""NPRL3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7975,NR2F1,185,"(""NR2F1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7981,NR4A2,407,"(""NR4A2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7989,NRAS,6087,"(""NRAS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:7995,NRDC,33,"(""NRDC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24613,NRROS,9,"(""NRROS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8008,NRXN1,286,"(""NRXN1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14234,NSD1,467,"(""NSD1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13398,NSDHL,79,"(""NSDHL""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8016,NSF,1554,"(""NSF""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25305,NSRP1,7,"(""NSRP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8032,NTRK2,485,"(""NTRK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20278,NUBPL,31,"(""NUBPL""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8064,NUP214,269,"(""NUP214""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21042,NUS1,46,"(""NUS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8104,OCLN,278,"(""OCLN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8108,OCRL,233,"(""OCRL""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:2567,OFD1,157,"(""OFD1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25590,OGDHL,36,"(""OGDHL""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8148,OPHN1,79,"(""OPHN1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18028,OSGEP,34,"(""OSGEP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25402,OTUD5,54,"(""OTUD5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24281,OTUD6B,49,"(""OTUD6B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8522,OTX2,457,"(""OTX2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15822,OXR1,81,"(""OXR1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28858,P4HTM,20,"(""P4HTM""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30032,PACS1,84,"(""PACS1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23794,PACS2,75,"(""PACS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8574,PAFAH1B1,124,"(""PAFAH1B1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8582,PAH,14094,"(""PAH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8590,PAK1,1262,"(""PAK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8591,PAK2,394,"(""PAK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8592,PAK3,132,"(""PAK3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15894,PANK2,250,"(""PANK2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26921,PARP6,18,"(""PARP6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30563,PARS2,15,"(""PARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8620,PAX6,1785,"(""PAX6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8653,PCCA,419,"(""PCCA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8654,PCCB,136,"(""PCCB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8657,PCDH12,26,"(""PCDH12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14270,PCDH19,204,"(""PCDH19""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8717,PCDHGC4,6,"(""PCDHGC4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13406,PCLO,88,"(""PCLO""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8756,PCYT2,46,"(""PCYT2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8761,PDCD10,230,"(""PDCD10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8777,PDE2A,117,"(""PDE2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8806,PDHA1,288,"(""PDHA1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:21350,PDHX,40,"(""PDHX""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23041,PDSS2,125,"(""PDSS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:40038,PET100,14,"(""PET100""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8850,PEX1,141,"(""PEX1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8851,PEX10,49,"(""PEX10""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8854,PEX12,38,"(""PEX12""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8855,PEX13,50,"(""PEX13""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9713,PEX19,92,"(""PEX19""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9717,PEX2,75,"(""PEX2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:22965,PEX26,37,"(""PEX26""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8858,PEX3,96,"(""PEX3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9719,PEX5,182,"(""PEX5""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8859,PEX6,86,"(""PEX6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8860,PEX7,84,"(""PEX7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17893,PGAP2,26,"(""PGAP2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23719,PGAP3,52,"(""PGAP3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8896,PGK1,691,"(""PGK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20898,PGM2L1,15,"(""PGM2L1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:20990,PHACTR1,125,"(""PHACTR1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:24156,PHF21A,37,"(""PHF21A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18145,PHF6,272,"(""PHF6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8923,PHGDH,382,"(""PHGDH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30031,PI4K2A,27,"(""PI4K2A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:16491,PIDD1,34,"(""PIDD1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8957,PIGA,684,"(""PIGA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8959,PIGB,24,"(""PIGB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8960,PIGC,39,"(""PIGC""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8962,PIGF,394,"(""PIGF""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25985,PIGG,55,"(""PIGG""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8964,PIGH,25,"(""PIGH""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8965,PIGK,19,"(""PIGK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8966,PIGL,31,"(""PIGL""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18858,PIGM,45,"(""PIGM""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8967,PIGN,127,"(""PIGN""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23215,PIGO,33,"(""PIGO""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:3046,PIGP,24,"(""PIGP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14135,PIGQ,12,"(""PIGQ""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14937,PIGS,20933,"(""PIGS""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14938,PIGT,63,"(""PIGT""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15791,PIGU,34,"(""PIGU""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26031,PIGV,36,"(""PIGV""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23213,PIGW,28,"(""PIGW""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8972,PIK3C2B,47,"(""PIK3C2B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8975,PIK3CA,6870,"(""PIK3CA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8980,PIK3R2,188,"(""PIK3R2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:14581,PINK1,2885,"(""PINK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:8996,PIP5K1C,37,"(""PIP5K1C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9039,PLA2G6,308,"(""PLA2G6""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9043,PLAA,63,"(""PLAA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:15917,PLCB1,106,"(""PLCB1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9077,PLK1,2537,"(""PLK1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9086,PLP1,342,"(""PLP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9457,PLPBP,21,"(""PLPBP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9099,PLXNA1,57,"(""PLXNA1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9106,PLXNC1,28,"(""PLXNC1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9115,PMM2,304,"(""PMM2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9119,PMPCB,13,"(""PMPCB""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9154,PNKP,141,"(""PNKP""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:28900,PNPLA8,16,"(""PNPLA8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30260,PNPO,90,"(""PNPO""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:23166,PNPT1,68,"(""PNPT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18801,POGZ,81,"(""POGZ""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9179,POLG,679,"(""POLG""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9180,POLG2,64,"(""POLG2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:17264,POLR1A,26,"(""POLR1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:30348,POLR3B,70,"(""POLR3B""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19139,POMGNT1,135,"(""POMGNT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25902,POMGNT2,9,"(""POMGNT2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:26267,POMK,16,"(""POMK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9202,POMT1,125,"(""POMT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:19743,POMT2,94,"(""POMT2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9216,POU3F3,40,"(""POU3F3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9247,PPFIA3,10,"(""PPFIA3""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9249,PPFIBP1,24,"(""PPFIBP1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9260,PPIL1,22,"(""PPIL1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9299,PPP2CA,94,"(""PPP2CA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9302,PPP2R1A,177,"(""PPP2R1A""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9311,PPP2R5C,54,"(""PPP2R5C""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9312,PPP2R5D,58,"(""PPP2R5D""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9314,PPP3CA,90,"(""PPP3CA""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:9325,PPT1,201,"(""PPT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:13993,PRDM8,24,"(""PRDM8""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:18319,PRIMA1,109,"(""PRIMA1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25557,PRMT7,88,"(""PRMT7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
HGNC:25099,PRMT9,25,"(""PRMT9""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07
