# Epilepsy and NDD gene list, written by gene_spine.epilepsy_list after the spine
# build. Union of three branches:
#   epilepsy / both : on Genes4Epilepsy ('both' also on an NDD source)
#   ndd_only        : on an NDD or ID source, not on Genes4Epilepsy
#   epilepsy_other  : on an epilepsy panel, or ClinGen or Orphadata naming epilepsy,
#                     seizures or encephalopathy, and in neither branch above
# tier and domain are the spine's own values, carried as description, not selection.
# NDD/ID sources: panelapp_au_id, panelapp_ge_id, sysndd, g2p_dd, sfari.
# Declared but absent: none.
# SFARI: 2026-07-12 release, exported 2026-09-16. Its unscored rows count as presence and lift no tier.
# genes4epilepsy_phenotype is blank for genes that are not on Genes4Epilepsy.
# mondo_ids from sources/mondo/mondo.obo sha256 50c8367f9bd99783, 10,491 ORPHA and 10,176 OMIM xrefs.
# org_count and org_names come from epilepsy_orgs.csv, blank where there is no match.
hgnc_id,symbol,gene_name,list_membership,genes4epilepsy_phenotype,tier,domain,n_sources,sources,orphacodes,omim_id,mondo_ids,org_count,org_names
HGNC:29535,MTF2,metal response element binding transcription factor 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,609882,,0,
HGNC:29666,MTFMT,mitochondrial methionyl-tRNA formyltransferase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,319524,611766,MONDO:0013987,0,
HGNC:7441,MTIF2,mitochondrial translational initiation factor 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,603766,,0,
HGNC:7448,MTM1,myotubularin 1,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,456328;596;604680,300415,MONDO:0010271;MONDO:0010683;MONDO:0035826,0,
HGNC:7449,MTMR1,myotubularin related protein 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,300171,,0,
HGNC:26190,MTMR14,myotubularin related protein 14,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;panelapp_ge_id,169189,611089,MONDO:0008048,0,
HGNC:7450,MTMR2,myotubularin related protein 2,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,99955,603557,MONDO:0011066,0,
HGNC:16825,MTMR8,myotubularin related protein 8,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,301061,,0,
HGNC:14596,MTMR9,myotubularin related protein 9,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,606260,,0,
HGNC:19261,MTO1,mitochondrial tRNA translation optimization 1,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,314637,614667,MONDO:0013865,0,
HGNC:25532,MTPAP,mitochondrial poly(A) polymerase,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,254343,613669,MONDO:0013354,0,
HGNC:26784,MTRFR,mitochondrial translation release factor in rescue,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,254930;320375,613541,MONDO:0013306;MONDO:0014020,0,
HGNC:7473,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,2169,602568,MONDO:0009354,0,
HGNC:25094,MTSS2,MTSS I-BAR domain containing 2,ndd_only,,T1,ndd_no_documented_epilepsy,6,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,528084,616951,MONDO:0100038,0,
HGNC:7467,MTTP,microsomal triglyceride transfer protein,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;panelapp_ge_id,14,157147,MONDO:0008692,0,
HGNC:7510,MUC12,"mucin 12, cell surface associated",ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,604609,,0,
HGNC:7513,MUC3A,"mucin 3A, cell surface associated",ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,158371,,0,
HGNC:7514,MUC4,"mucin 4, cell surface associated",ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,158372,,0,
HGNC:7530,MVK,mevalonate kinase,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,29;343;735;79152,251170,MONDO:0009849;MONDO:0012481;MONDO:0019141;MONDO:0019212,0,
HGNC:7539,MXRA5,matrix remodeling associated 5,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,300938,,0,
HGNC:7542,MXRA8,matrix remodeling associated 8,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,617293,,0,
HGNC:7549,MYBPC1,myosin binding protein C1,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,1146;137783;498693,160794,MONDO:0012656;MONDO:0015240;MONDO:0044682,0,
HGNC:7559,MYCN,"MYCN proto-oncogene, bHLH transcription factor",ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,357027;357034;391641;635;730286,164840,MONDO:0005072;MONDO:0008115;MONDO:0018160;MONDO:0018161,0,
HGNC:7565,MYF5,myogenic factor 5,ndd_only,,T1,ndd_no_documented_epilepsy,1,g2p_dd,,159990,,0,
HGNC:7568,MYH10,myosin heavy chain 10,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd,,160776,,0,
HGNC:7569,MYH11,myosin heavy chain 11,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,2241;229;91387;98829,160745,MONDO:0019625;MONDO:0020316;MONDO:0024559;MONDO:0100354,0,
HGNC:7571,MYH13,myosin heavy chain 13,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,603487,,0,
HGNC:7573,MYH3,myosin heavy chain 3,ndd_only,,T1,ndd_no_documented_epilepsy,4,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,1146;1147;2053;2990;3275;65743,160720,MONDO:0008338;MONDO:0008675;MONDO:0009926;MONDO:0010094;MONDO:0011128;MONDO:0015240,0,
HGNC:7574,MYH4,myosin heavy chain 4,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,160742,,0,
HGNC:7576,MYH6,myosin heavy chain 6,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,154;166282;99103,160710,MONDO:0012061;MONDO:0020434;MONDO:0700335,0,
HGNC:7578,MYH8,myosin heavy chain 8,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,319340;3377,160741,MONDO:0008016;MONDO:0012137,0,
HGNC:7579,MYH9,myosin heavy chain 9,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sfari,182050;477742;90635,160775,MONDO:0004187;MONDO:0015912;MONDO:0019587,0,
HGNC:7582,MYL1,myosin light chain 1,ndd_only,,T2,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,544602,160780,MONDO:0034109,0,
HGNC:29824,MYL11,myosin light chain 11,ndd_only,,T1,ndd_no_documented_epilepsy,1,g2p_dd,,617378,,0,
HGNC:7590,MYLK,myosin light chain kinase,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;sfari,2241;91387,600922,MONDO:0019625;MONDO:0100354,0,
HGNC:33778,MYMK,"myomaker, myoblast fusion factor",ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;panelapp_au_id,1358,615345,MONDO:0031415,0,
HGNC:29822,MYO16,myosin XVI,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,615479,,0,
HGNC:18150,MYO18B,myosin XVIIIB,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;sysndd,447974,607295,MONDO:0014689,0,
HGNC:7595,MYO1A,myosin IA,ndd_only,,T3,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;sysndd,90635,601478,MONDO:0019587,0,
HGNC:7598,MYO1D,myosin ID,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,606539,,0,
HGNC:7599,MYO1E,myosin IE,ndd_only,,T2,ndd_no_documented_epilepsy,3,orphadata_genes;sfari;sysndd,656,601479,MONDO:0019006,0,
HGNC:13880,MYO1G,myosin IG,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,600642,,0,
HGNC:13879,MYO1H,myosin IH,ndd_only,,T3,ndd_with_epilepsy,4,orphadata_genes;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,661,614636,MONDO:0800026,0,
HGNC:7602,MYO5A,myosin VA,ndd_only,,T1,ndd_no_documented_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,33445;79476;79478,160777,MONDO:0008962;MONDO:0009742;MONDO:0012220,0,
HGNC:7603,MYO5B,myosin VB,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;panelapp_ge_id,2290;480491;79306,606540,MONDO:0008892;MONDO:0009635;MONDO:0018804,0,
HGNC:7604,MYO5C,myosin VC,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,610022,,0,
HGNC:7606,MYO7A,myosin VIIA,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari,231169;231178;90635;90636,276903,MONDO:0010168;MONDO:0016484;MONDO:0019587;MONDO:0019588,0,
HGNC:7609,MYO9B,myosin IXB,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,602129,,0,
HGNC:16067,MYOCD,myocardin,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;sfari;sysndd,,606127,,0,
HGNC:23246,MYPN,myopalladin,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,154;171439;171881;75249,608517,MONDO:0015738;MONDO:0015753;MONDO:0019150;MONDO:0700335,0,
HGNC:1181,MYRF,myelin regulatory factor,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;sysndd,647811,608329,MONDO:0032653,0,
HGNC:29401,MYSM1,"Myb like, SWIRM and MPN domains 1",ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,508542,612176,MONDO:0033683,0,
HGNC:7622,MYT1,myelin transcription factor 1,ndd_only,,T3,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_au_id;panelapp_ge_id,,600379,,0,
HGNC:15908,NAA20,"N-alpha-acetyltransferase 20, NatB catalytic subunit",ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,88616,610833,MONDO:0019502,0,
HGNC:19844,NAA30,"N-alpha-acetyltransferase 30, NatC catalytic subunit",ndd_only,,T3,ndd_no_documented_epilepsy,2,panelapp_au_id;sysndd,,617989,,0,
HGNC:24340,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,619438,,0,
HGNC:25875,NAA60,"N-alpha-acetyltransferase 60, NatF catalytic subunit",ndd_only,,T3,ndd_no_documented_epilepsy,3,orphadata_genes;panelapp_ge_id;sysndd,1980,614246,MONDO:0008947,0,
HGNC:23219,NAALADL2,N-acetylated alpha-linked acidic dipeptidase like 2,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,608806,,0,
HGNC:26404,NADK2,"NAD kinase 2, mitochondrial",ndd_only,,T2,ndd_with_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,431361,615787,MONDO:0014464,0,
HGNC:29832,NADSYN1,NAD synthetase 1,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;sysndd,521438,608285,MONDO:0020831,0,
HGNC:621,NAE1,NEDD8 activating enzyme E1 subunit 1,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_au_id;sysndd,,603385,,0,
HGNC:7631,NAGA,alpha-N-acetylgalactosaminidase,ndd_only,,T1,ndd_with_epilepsy,8,clingen;g2p_dd;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,79279;79280;79281,104170,MONDO:0012221;MONDO:0012222;MONDO:0019264,0,
HGNC:17996,NAGS,N-acetylglutamate synthase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,927,608300,MONDO:0009377,0,
HGNC:19237,NANS,N-acetylneuraminate synthase,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,168454,605202,MONDO:0012495,0,
HGNC:30450,NAPRT,nicotinate phosphoribosyltransferase,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,611552,,0,
HGNC:7644,NASP,nuclear autoantigenic sperm protein,ndd_only,,T3,ndd_no_documented_epilepsy,1,sfari,,603185,,0,
HGNC:29830,NAT10,N-acetyltransferase 10,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,609221,,0,
HGNC:15997,NAV2,neuron navigator 2,ndd_only,,T2,ndd_no_documented_epilepsy,3,panelapp_au_id;sfari;sysndd,,607026,,0,
HGNC:15998,NAV3,neuron navigator 3,ndd_only,,T1,ndd_no_documented_epilepsy,4,panelapp_au_id;panelapp_ge_id;sfari;sysndd,,611629,,0,
HGNC:15625,NBAS,NBAS subunit of NRZ tethering complex,ndd_only,,T1,ndd_no_documented_epilepsy,4,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,391677;464724,608025,MONDO:0000023;MONDO:0013889,0,
HGNC:7652,NBN,nibrin,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,145;647,602667,MONDO:0003582;MONDO:0009623,0,
HGNC:24305,NCAPD2,non-SMC condensin I complex subunit D2,ndd_only,,T2,ndd_no_documented_epilepsy,4,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd,,615638,,0,
HGNC:28952,NCAPD3,non-SMC condensin II complex subunit D3,ndd_only,,T3,ndd_no_documented_epilepsy,3,g2p_dd;orphadata_genes;sysndd,2512,609276,MONDO:0016660,0,
HGNC:21904,NCAPG2,non-SMC condensin II complex subunit G2,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd,,608532,,0,
HGNC:1112,NCAPH,non-SMC condensin I complex subunit H,ndd_only,,T3,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_ge_id;sysndd,,602332,,0,
HGNC:25071,NCAPH2,non-SMC condensin II complex subunit H2,ndd_only,,T3,ndd_no_documented_epilepsy,1,sfari,,611230,,0,
HGNC:29847,NCKAP5,NCK associated protein 5,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,608789,,0,
HGNC:7668,NCOA1,nuclear receptor coactivator 1,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,602691,,0,
HGNC:7672,NCOR1,nuclear receptor corepressor 1,ndd_only,,T1,ndd_with_epilepsy,5,g2p_dd;panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd,,600849,,0,
HGNC:25525,NDC1,NDC1 transmembrane nucleoporin,ndd_only,,T1,ndd_no_documented_epilepsy,3,g2p_dd;panelapp_au_id;sysndd,,610115,,0,
HGNC:7675,NDN,"necdin, MAGE family member",ndd_only,,T3,ndd_no_documented_epilepsy,3,orphadata_genes;panelapp_au_id;panelapp_ge_id,177901;177904;177910;98754,602117,MONDO:0015783;MONDO:0015784;MONDO:0015786;MONDO:0020298,0,
HGNC:26256,NDNF,neuron derived neurotrophic factor,ndd_only,,T1,ndd_no_documented_epilepsy,2,g2p_dd;orphadata_genes,478,616506,MONDO:0018800,0,
HGNC:7679,NDRG1,N-myc downstream regulated 1,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;panelapp_ge_id,99950,605262,MONDO:0011085,0,
HGNC:23987,NDUFA12,NADH:ubiquinone oxidoreductase subunit A12,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;panelapp_ge_id;sysndd,,614530,,0,
HGNC:7686,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3,ndd_only,,T2,ndd_no_documented_epilepsy,1,panelapp_au_id,,603832,,0,
HGNC:7688,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,ndd_only,,T2,ndd_no_documented_epilepsy,3,panelapp_au_id;sfari;sysndd,,601677,,0,
HGNC:7692,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,ndd_only,,T1,ndd_with_epilepsy,5,clingen;g2p_dd;panelapp_au_epilepsy;panelapp_au_id;sysndd,,603359,,0,
HGNC:18828,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,ndd_only,,T2,ndd_no_documented_epilepsy,5,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,2609,606934,MONDO:0100133,0,
HGNC:28625,NDUFAF6,NADH:ubiquinone oxidoreductase complex assembly factor 6,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;sysndd,3337,612392,MONDO:0007600,0,
HGNC:33551,NDUFAF8,NADH:ubiquinone oxidoreductase complex assembly factor 8,ndd_only,,T1,ndd_with_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_epilepsy;sysndd,2609,618461,MONDO:0100133,0,
HGNC:7696,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10,ndd_only,,T2,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;sysndd,2609,603843,MONDO:0100133,0,
HGNC:20372,NDUFB11,NADH:ubiquinone oxidoreductase subunit B11,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;sysndd,2556;2609,300403,MONDO:0010672;MONDO:0100133,0,
HGNC:7698,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;sysndd,2609,603839,MONDO:0100133,0,
HGNC:7702,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,ndd_only,,T2,ndd_no_documented_epilepsy,3,clingen;g2p_dd;panelapp_au_id,,603842,,0,
HGNC:7703,NDUFB8,NADH:ubiquinone oxidoreductase subunit B8,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;sysndd,,602140,,0,
HGNC:7704,NDUFB9,NADH:ubiquinone oxidoreductase subunit B9,ndd_only,,T2,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;sysndd,2609,601445,MONDO:0100133,0,
HGNC:7706,NDUFC2,NADH:ubiquinone oxidoreductase subunit C2,ndd_only,,T1,ndd_no_documented_epilepsy,2,clingen;sysndd,,603845,,0,
HGNC:7710,NDUFS3,NADH:ubiquinone oxidoreductase core subunit S3,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,2609,603846,MONDO:0100133,0,
HGNC:7717,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2,ndd_only,,T1,ndd_with_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;sysndd,139447;2609,600532,MONDO:0015349;MONDO:0100133,0,
HGNC:7720,NEB,nebulin,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,171430;171433;171436;171439;33108;399103;708123,161650,MONDO:0009668;MONDO:0015735;MONDO:0015736;MONDO:0015737;MONDO:0015738;MONDO:0018371,0,
HGNC:23746,NECAB2,N-terminal EF-hand calcium binding protein 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_ge_id,,618130,,0,
HGNC:25528,NECAP2,NECAP endocytosis associated 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,611624,,0,
HGNC:9706,NECTIN1,nectin cell adhesion molecule 1,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,141291;199302;199306;3253,600644,MONDO:0009151;MONDO:0015420;MONDO:0016043;MONDO:0016044,0,
HGNC:19688,NECTIN4,nectin cell adhesion molecule 4,ndd_only,,T1,ndd_no_documented_epilepsy,2,g2p_dd;orphadata_genes,247820,609607,MONDO:0013311,0,
HGNC:7727,NEDD4,NEDD4 E3 ubiquitin protein ligase,ndd_only,,T3,ndd_no_documented_epilepsy,1,sfari,,602278,,0,
HGNC:7739,NEFL,neurofilament light chain,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;orphadata_genes;panelapp_ge_id,101085;228374;99939,162280,MONDO:0011894;MONDO:0011902;MONDO:0016454,0,
HGNC:17302,NEGR1,neuronal growth regulator 1,ndd_only,,T2,ndd_no_documented_epilepsy,2,panelapp_au_id;sfari,,613173,,0,
HGNC:7744,NEK1,NIMA related kinase 1,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,2751;803;93269,604588,MONDO:0004976;MONDO:0009642;MONDO:0019662,0,
HGNC:13387,NEK8,NIMA related kinase 8,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,294415;730;93591,609799,MONDO:0004691;MONDO:0011190;MONDO:0017417,0,
HGNC:10663,NEMF,nuclear export mediator factor,ndd_only,,T1,ndd_no_documented_epilepsy,5,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,88616,608378,MONDO:0019502,0,
HGNC:7754,NEO1,neogenin 1,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,601907,,0,
HGNC:34410,NEURL4,neuralized E3 ubiquitin protein ligase 4,ndd_only,,T1,ndd_no_documented_epilepsy,1,sysndd,,615865,,0,
HGNC:7764,NEUROG1,neurogenin 1,ndd_only,,T1,ndd_no_documented_epilepsy,3,panelapp_au_id;panelapp_ge_id;sysndd,,601726,,0,
HGNC:29866,NFASC,neurofascin,ndd_only,,T1,ndd_no_documented_epilepsy,3,panelapp_au_id;panelapp_ge_id;sysndd,,609145,,0,
HGNC:7781,NFE2L1,NFE2 like bZIP transcription factor 1,ndd_only,,T3,ndd_no_documented_epilepsy,1,panelapp_au_id,,163260,,0,
HGNC:7782,NFE2L2,NFE2 like bZIP transcription factor 2,ndd_only,,T1,ndd_no_documented_epilepsy,3,clingen;g2p_dd;orphadata_genes,619979,600492,MONDO:0850071,0,
HGNC:7783,NFE2L3,NFE2 like bZIP transcription factor 3,ndd_only,,T2,ndd_no_documented_epilepsy,2,sfari;sysndd,,604135,,0,
HGNC:7784,NFIA,nuclear factor I A,ndd_only,,T1,ndd_no_documented_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,401986,600727,MONDO:0013396,0,
HGNC:7785,NFIB,nuclear factor I B,ndd_only,,T1,ndd_no_documented_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,714407;714413,600728,,0,
HGNC:7786,NFIC,nuclear factor I C,ndd_only,,T2,ndd_no_documented_epilepsy,1,panelapp_au_id,,600729,,0,
HGNC:7788,NFIX,nuclear factor I X,ndd_only,,T1,ndd_no_documented_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,420179;447980;561,164005,MONDO:0011244;MONDO:0013885;MONDO:0018658,1,Malan Syndrome Foundation
HGNC:15910,NFS1,NFS1 cysteine desulfurase,ndd_only,,T3,ndd_no_documented_epilepsy,2,orphadata_genes;sysndd,397593,603485,MONDO:0700371,0,
HGNC:16287,NFU1,NFU1 iron-sulfur cluster scaffold,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,401869,608100,MONDO:0011582,0,
HGNC:18726,NFXL1,"nuclear transcription factor, X-box binding like 1",ndd_only,,T2,ndd_no_documented_epilepsy,2,panelapp_au_id;sysndd,,620488,,0,
HGNC:7808,NGF,nerve growth factor,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,64752,162030,MONDO:0012092,0,
HGNC:7809,NGFR,nerve growth factor receptor,ndd_only,,T3,ndd_no_documented_epilepsy,1,sysndd,,162010,,0,
HGNC:25737,NHEJ1,non-homologous end joining factor 1,ndd_only,,T1,ndd_no_documented_epilepsy,4,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id,169079,611290,MONDO:0012650,0,
HGNC:14377,NHP2,NHP2 ribonucleoprotein,ndd_only,,T2,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,1775,606470,MONDO:0015780,0,
HGNC:7820,NHS,NHS actin remodeling regulator,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,627;98991;98994,300457,MONDO:0010545;MONDO:0020376;MONDO:0021548,0,
HGNC:7821,NID1,nidogen 1,ndd_only,,T3,ndd_with_epilepsy,2,panelapp_ge_epilepsy;sysndd,,131390,,0,
HGNC:14906,NIN,ninein,ndd_only,,T3,ndd_no_documented_epilepsy,3,orphadata_genes;panelapp_au_id;sysndd,319675;808,608684,MONDO:0013922;MONDO:0019342,0,
HGNC:29163,NINL,ninein like,ndd_only,,T2,ndd_no_documented_epilepsy,1,sfari,,609580,,0,
HGNC:17043,NIPA1,NIPA magnesium transporter 1,ndd_only,,T2,ndd_no_documented_epilepsy,3,orphadata_genes;panelapp_ge_id;sfari,100988;261183,608145,MONDO:0010878;MONDO:0014294,0,
HGNC:17044,NIPA2,NIPA magnesium transporter 2,ndd_only,,T2,ndd_no_documented_epilepsy,2,orphadata_genes;sfari,261183,608146,MONDO:0014294,0,
HGNC:28862,NIPBL,NIPBL cohesin loading factor,ndd_only,,T1,ndd_no_documented_epilepsy,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,199;329802,608667,MONDO:0013169;MONDO:0016033,1,"Cornelia de Lange Syndrome Foundation, Inc."
HGNC:29873,NKAP,NFKB activating protein,ndd_only,,T1,ndd_no_documented_epilepsy,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,700325,300766,MONDO:0026733,0,
HGNC:11825,NKX2-1,NK2 homeobox 1,ndd_only,,T1,ndd_no_documented_epilepsy,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,1429;146;209905;95713,600635,MONDO:0001595;MONDO:0012593;MONDO:0015447;MONDO:0019855,0,
HGNC:7835,NKX2-2,NK2 homeobox 2,ndd_only,,T3,ndd_no_documented_epilepsy,1,sfari,,604612,,0,
