hgnc_id,symbol,gene_name,tier,domain,disputed,disputed_note,n_sources,sources,orphacodes,synonyms,omim_id,ensembl_gene_id,locus_group,ev_clingen,ev_g2p_dd,ev_orphadata_genes,ev_panelapp_au_epilepsy,ev_panelapp_au_id,ev_panelapp_ge_epilepsy,ev_panelapp_ge_id,ev_sfari,ev_sysndd,on_clingen,on_g2p_dd,on_genes4epilepsy,on_orphadata_genes,on_panelapp_au_epilepsy,on_panelapp_au_id,on_panelapp_ge_epilepsy,on_panelapp_ge_id,on_sfari,on_sysndd,pheno_clingen,pheno_g2p_dd,pheno_genes4epilepsy,pheno_panelapp_au_epilepsy,pheno_panelapp_au_id,pheno_panelapp_ge_epilepsy,pheno_panelapp_ge_id,simons_on_list,simons_list_version,simons_page_url,simons_report_url,on_simons_gene_list,el_tier,disorder,el_foundation,el_foundation_url,el_registry,el_registry_url,el_platforms,simons_enrolled,cords,therapeutics,fda_report,fda_report_url,on_epilepsylive_pag,gene_family,opathy,opathy_basis,on_opathy,pubmed_hits,pubmed_query,pubmed_as_of,on_pubmed_gene_counts,registries
HGNC:3542,F5,coagulation factor V,T1,ndd_no_documented_epilepsy,False,,3,clingen;orphadata_genes;panelapp_ge_id,131;326;329217;391320;599579;600194,fV,612309,ENSG00000198734,protein-coding gene,Definitive,,Assessed;Not yet assessed,,,,Red,,,True,False,False,True,False,False,False,True,False,False,congenital factor V deficiency; thrombophilia due to activated protein C resistance,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:21197,FA2H,fatty acid 2-hydroxylase,T1,ndd_with_epilepsy,False,,7,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd,171629;329308,FAXDC1;SPG35;FAAH;FLJ25287,611026,ENSG00000103089,protein-coding gene,Definitive,,Assessed,Green,Red,,Red,,Definitive,True,False,True,True,True,True,False,True,False,True,hereditary spastic paraplegia 35,,DEE,"Spastic paraplegia 35, autosomal recessive, MIM#611026","Spastic paraplegia 35, autosomal recessive, MIM#612319",,"Spastic paraplegia 35, autosomal recessive, 612319; spastic paraplegia with ID; cognitive defects; Seizures",,,,,False,,,,,,,,,,,,,False,,,,False,122,"(""FA2H""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:3579,FAH,fumarylacetoacetate hydrolase,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,882,,613871,ENSG00000103876,protein-coding gene,Definitive,definitive,Assessed,,,,Red,,,True,True,False,True,False,False,False,True,False,False,tyrosinemia type I,FAH-related tyrosinemia,,,,,TYROSINEMIA TYPE 1,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:24725,FAM111A,FAM111 trypsin like peptidase A,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id,2763;93325,FLJ22794;KIAA1895,615292,ENSG00000166801,protein-coding gene,Definitive,definitive,Assessed,,Red,,Red,,,True,True,False,True,False,True,False,True,False,False,FAM111A-related skeletal dysplasia,FAM111A-related Kenny-Caffey syndrome,,,"Kenny-Caffey syndrome, type 2, MIM# 127000",,KENNY-CAFFEY SYNDROME (KCS [MIM 127000]),,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29162,FAM149B1,family with sequence similarity 149 member B1,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_au_id;sysndd,2754,KIAA0974,618413,ENSG00000138286,protein-coding gene,Moderate,strong,Assessed,,Green,,,,Definitive,True,True,False,True,False,True,False,False,False,True,Joubert syndrome 36,FAM149B1-related ciliopathy-related syndromic intellectual disability,,,Joubert; Ciliopathy,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:25808,FAM161A,FAM161 centrosomal protein A,T1,ndd_no_documented_epilepsy,False,,3,g2p_dd;orphadata_genes;panelapp_ge_id,791,RP28;FLJ13305,613596,ENSG00000170264,protein-coding gene,,definitive,Assessed,,,,Red,,,False,True,False,True,False,False,False,True,False,False,,FAM161A-related retinitis pigmentosa,,,,,"Retinitis pigmentosa 28, 606068",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:19829,FAM177A1,family with sequence similarity 177 member A1,T1,ndd_with_epilepsy,False,,5,g2p_dd;genes4epilepsy;panelapp_au_id;panelapp_ge_id;sysndd,,C14orf24,619181,ENSG00000151327,protein-coding gene,,moderate,,,Green,,Green,,Definitive,False,True,True,False,False,True,False,True,False,True,,FAM177A1-related neurodevelopmental disorder with macrocephaly,DEE,,"Neurodevelopmental disorder with white matter abnormalities and gait disturbance, MIM# 621152",,"Neurodevelopmental disorder with white matter abnormalities and gait disturbance, OMIM:621152",,,,,False,3,,FAM177A1 Research Fund,https://www.fam177a1.org/,FAM177A1 data collection (RARE-X),https://www.fam177a1.org/fam177a1-patient-data-collection,,,,,,,True,,,,True,10,"(""FAM177A1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,"[{""platform"": ""Foundation-hosted"", ""registry_name"": ""FAM177A1 data collection (RARE-X)"", ""registry_url"": ""https://www.fam177a1.org/fam177a1-patient-data-collection"", ""platform_url"": """", ""platform_basis"": ""own website"", ""notes"": """"}]"
HGNC:23015,FAM20A,FAM20A golgi associated secretory pathway pseudokinase,T1,ndd_no_documented_epilepsy,False,,3,g2p_dd;orphadata_genes;panelapp_ge_id,1031,DKFZp434F2322,611062,ENSG00000108950,protein-coding gene,,definitive,Assessed,,,,Red,,,False,True,False,True,False,False,False,True,False,False,,FAM20A-related amelogenesis imperfecta and gingival fibromatosis syndrome,,,,,"Amelogenesis imperfecta, type IG (enamel-renal syndrome), 204690",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:22140,FAM20C,FAM20C golgi associated secretory pathway kinase,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,1832,IMAGE:4942737;DKFZp547D065;DMP4;G-CK,611061,ENSG00000177706,protein-coding gene,Definitive,definitive,Assessed,,Green,,Green,,Limited,True,True,False,True,False,True,False,True,False,True,lethal osteosclerotic bone dysplasia,FAM20C-related Raine syndrome,,,lethal osteosclerotic bone dysplasia MONDO:0009821,,RAINE SYNDROME,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:18786,FAM50A,family with sequence similarity 50 member A,T1,ndd_with_epilepsy,False,,6,orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,528084,DXS9928E;XAP5;HXC-26;9F,300453,ENSG00000071859,protein-coding gene,,,Assessed,Amber,Green,Amber,Green,,Definitive,False,False,False,True,True,True,True,True,False,True,,,,"Mental retardation syndrome, X-linked, Armfield type (MIM #300261)","Mental retardation syndrome, X-linked, Armfield type (MIM #300261)","Mental retardation syndrome, X-linked, Armfield type, OMIM:300261; Armfield syndrome, MONDO:0010284","Mental retardation syndrome, X-linked, Armfield type, OMIM:300261; Armfield syndrome, MONDO:0010284",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29170,FAN1,FANCD2 and FANCI associated nuclease 1,T1,ndd_no_documented_epilepsy,False,,3,clingen;orphadata_genes;sfari,401996,KIAA1018;MTMR15,613534,ENSG00000198690,protein-coding gene,Definitive;Limited,,Assessed,,,,,2,,True,False,False,True,False,False,False,False,True,False,hereditary nonpolyposis colon cancer; karyomegalic interstitial nephritis,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3582,FANCA,FA complementation group A,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,84,FACA;FANCH;FAA;FA-H;FAH,607139,ENSG00000187741,protein-coding gene,Definitive,definitive,Assessed,,,,Amber,,Limited,True,True,False,True,False,False,False,True,False,True,Fanconi anemia complementation group A,FANCA-related Fanconi anemia,,,,,Gene2Phenotype confirmed gene with ID HPO,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3583,FANCB,FA complementation group B,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,3412;84,FAB;FLJ34064;FAAP95,300515,ENSG00000181544,protein-coding gene,Definitive,definitive,Assessed,,Amber,,Red,,Limited,True,True,False,True,False,True,False,True,False,True,Fanconi anemia complementation group B,FANCB-related Fanconi anemia,,,"Fanconi anemia, complementation group B, MIM# 300514",,Fanconi anaemia complementation group B presenting as X linked VACTERL with hydrocephalus syndrome,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3584,FANCC,FA complementation group C,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,84,FACC;FAC;FA3,613899,ENSG00000158169,protein-coding gene,Definitive,definitive,Assessed,,,,Amber,,Limited,True,True,False,True,False,False,False,True,False,True,Fanconi anemia complementation group C,FANCC-related Fanconi anemia,,,,,Gene2Phenotype confirmed gene with ID HPO,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3585,FANCD2,FA complementation group D2,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,84,FACD;FANCD;FAD;FA-D2,613984,ENSG00000144554,protein-coding gene,Definitive,definitive,Assessed,,Amber,,Amber,,Definitive,True,True,False,True,False,True,False,True,False,True,Fanconi anemia complementation group D2,FANCD2-related Fanconi anemia,,,"Fanconi anemia, complementation group D2, MIM#	227646",,Gene2Phenotype confirmed gene with ID HPO,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3586,FANCE,FA complementation group E,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,84,FACE;FAE,613976,ENSG00000112039,protein-coding gene,Definitive,definitive,Assessed,,,,Amber,,Limited,True,True,False,True,False,False,False,True,False,True,Fanconi anemia complementation group E,FANCE-related Fanconi anemia,,,,,Gene2Phenotype confirmed gene with ID HPO,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3587,FANCF,FA complementation group F,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,84,FAF,613897,ENSG00000183161,protein-coding gene,Definitive,definitive,Assessed,,,,Amber,,Limited,True,True,False,True,False,False,False,True,False,True,Fanconi anemia complementation group F,FANCF-related Fanconi anemia,,,,,"Fanconi anemia, complementation group F, 603467",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3588,FANCG,FA complementation group G,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,84,XRCC9;FAG,602956,ENSG00000221829,protein-coding gene,Definitive,definitive,Assessed,,Amber,,Amber,,Limited,True,True,False,True,False,True,False,True,False,True,Fanconi anemia complementation group G,FANCG-related Fanconi anemia,,,"Fanconi anemia, complementation group G, MIM# 614082",,"Fanconi anemia, complementation group G, 614082",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:25568,FANCI,FA complementation group I,T1,ndd_no_documented_epilepsy,False,,5,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd,84,KIAA1794;FLJ10719,611360,ENSG00000140525,protein-coding gene,Definitive,definitive,Assessed,,,,Amber,,Limited,True,True,False,True,False,False,False,True,False,True,Fanconi anemia complementation group I,FANCI-related Fanconi anemia,,,,,"Fanconi anemia, complementation group I, 609053",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:20748,FANCL,FA complementation group L,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;sysndd,84,PHF9;FLJ10335;FAAP43;Pog,608111,ENSG00000115392,protein-coding gene,Definitive,definitive,Assessed,,,,,,Limited,True,True,False,True,False,False,False,False,False,True,Fanconi anemia complementation group L,FANCL-related Fanconi anemia,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:23168,FANCM,FA complementation group M,T1,ndd_no_documented_epilepsy,True,clingen: Refuted,3,clingen;g2p_dd;orphadata_genes,399805;84,KIAA1596;FAAP250,609644,ENSG00000187790,protein-coding gene,Definitive;Limited;Refuted,strong,Assessed,,,,,,,True,True,False,True,False,False,False,False,False,False,FANCM Fanconi-like genomic instability disorder; Fanconi anemia; hereditary breast carcinoma,FANCM-related Fanconi anemia,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:26222,FAR1,fatty acyl-CoA reductase 1,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,438178;615938,MLSTD2;FLJ22728;SDR10E1,616107,ENSG00000197601,protein-coding gene,Moderate,definitive,Assessed,Amber,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,fatty acyl-CoA reductase 1 deficiency; fatty acyl-CoA reductase 1 upregulation,"FAR1-related severe intellectual disability, epilepsy, and cataracts",DEE,"Peroxisomal fatty acyl-CoA reductase 1 disorder, MIM#616154","Peroxisomal fatty acyl-CoA reductase 1 disorder, MIM#616154; Cataracts, spastic paraparesis, and speech delay, MIM#619338","Peroxisomal fatty acyl-CoA reductase 1 disorder, OMIM:616154; fatty acyl-CoA reductase 1 deficiency, MONDO:0014510","Peroxisomal fatty acyl-CoA reductase 1 disorder, OMIM:616154",,,,,False,,,,,,,,,,,,,False,,,,False,48,"(""FAR1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:21062,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,319519;466722,FARS1;dJ236A3.1;mtPheRS,611592,ENSG00000145982,protein-coding gene,Definitive;Moderate,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,Leigh syndrome; mitochondrial disease,FARS2-related neurometabolic disorder,DEE,combined oxidative phosphorylation defect type 14 MONDO:0013986,"Combined oxidative phosphorylation deficiency 14, MIM#614946","Combined oxidative phosphorylation deficiency 14, 614946","Spastic paraplegia 77, autosomal recessive, 617046; Combined oxidative phosphorylation deficiency 14, 614946",,,,,False,3,,,,,,,,,,,,True,Aminoacyl-tRNA synthetases (ARS),ARS-related (tRNA synthetase) disorder,EpilepsyLive family,True,38,"(""FARS2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:3592,FARSA,phenylalanyl-tRNA synthetase subunit alpha,T1,ndd_no_documented_epilepsy,False,,4,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,178506,FARSL;FARSLA;CML33,602918,ENSG00000179115,protein-coding gene,,,Assessed,,Green,,Green,,Definitive,False,False,False,True,False,True,False,True,False,True,,,,,Rajab interstitial lung disease with brain calcifications 2,,"?Rajab interstitial lung disease with brain calcifications 2, OMIM:619013",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29160,FASTKD2,FASTK mitochondrial RNA regulator 2,T1,ndd_with_epilepsy,False,,7,clingen;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;sysndd,166105,KIAA0971,612322,ENSG00000118246,protein-coding gene,Definitive,,Assessed,Green,Green,Green,,,Definitive,True,False,True,True,True,True,True,False,False,True,mitochondrial disease,,DEE,"Mitochondrial complex IV deficiency, MIM#220110","Mitochondrial complex IV deficiency, MIM#220110","Combined oxidative phosphorylation deficiency 44, OMIM:618855",,,,,,False,,,,,,,,,,,,,False,,,,False,29,"(""FASTKD2""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:3595,FAT1,FAT atypical cadherin 1,T1,ndd_no_documented_epilepsy,False,,3,clingen;sfari;sysndd,,FAT;CDHF7;CDHR8,600976,ENSG00000083857,protein-coding gene,Strong,,,,,,,2,Definitive,True,False,False,False,False,False,False,False,True,True,focal segmental glomerulosclerosis,,,,,,,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:23109,FAT4,FAT atypical cadherin 4,T1,ndd_no_documented_epilepsy,False,,6,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,2136;314679,CDHF14;FAT-J;CDHR11,612411,ENSG00000196159,protein-coding gene,Definitive,definitive,Assessed,,Green,,Green,,Definitive,True,True,False,True,False,True,False,True,False,True,FAT4-related neurodevelopmental disorder,FAT4-related Hennekam lymphangiectasia-lymphedema syndrome; FAT4-related Van Maldergem syndrome,,,Hennekam syndrome MONDO:0016256; van Maldergem syndrome MONDO:0017813,,PERIVENTRICULAR NEURONAL HETEROTOPIA,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3603,FBN1,fibrillin 1,T1,ndd_no_documented_epilepsy,True,clingen: Disputed,7,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd,1885;2084;2462;2623;2833;284963;284979;300382;3449;91387;969,FBN;MFS1;WMS;MASS;OCTD;SGS,134797,ENSG00000166147,protein-coding gene,Definitive;Disputed,definitive;strong,Assessed;Not yet assessed,,Red,,Red,2,Limited,True,True,False,True,False,True,False,True,True,True,Shprintzen-Goldberg syndrome; familial thoracic aortic aneurysm and aortic dissection,FBN1-related Marfan syndrome (biallelic); FBN1-related Marfan syndrome (monoallelic); FBN1-related Weill-Marchesani syndrome,,,"Marfan syndrome, MIM#154700; Geleophysic dysplasia 2, MIM#614185; Weill-Marchesani syndrome 2, dominant, MIM#608328",,"Marfan syndrome  154700; MASS syndrome  604308; Weill-Marchesani syndrome 2, dominant  608328; Marfan lipodystrophy syndrome  616914",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3604,FBN2,fibrillin 2,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,115,CCA;DA9,612570,ENSG00000138829,protein-coding gene,Definitive,definitive,Assessed,,,,Red,,,True,True,False,True,False,False,False,True,False,False,congenital contractural arachnodactyly,FBN2-related congenital contractural arachnodactyly,,,,,Gene2Phenotype confirmed gene with ID HPO,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:3606,FBP1,fructose-bisphosphatase 1,T1,ndd_no_documented_epilepsy,False,,4,clingen;g2p_dd;orphadata_genes;panelapp_ge_id,348,FBP,611570,ENSG00000165140,protein-coding gene,Definitive,definitive,Assessed,,,,Red,,,True,True,False,True,False,False,False,True,False,False,"fructose-1,6-bisphosphatase deficiency","FBP1-related fructose-1,6-bisphosphatase deficiency",,,,,"Fructose-1,6-bisphosphatase deficiency, 229700",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29308,FBRSL1,fibrosin like 1,T1,ndd_no_documented_epilepsy,False,,4,panelapp_au_id;panelapp_ge_id;sfari;sysndd,,KIAA1545,620123,ENSG00000112787,protein-coding gene,,,,,Green,,Green,,Definitive,False,False,False,False,False,True,False,True,True,True,,,,,Malformation and intellectual disability syndrome,,Intellectual disability; Microcephaly; Heart defect; Cleft palate; Contractures; Hearing impairment; Skin creases,,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:13599,FBXL3,F-box and leucine rich repeat protein 3,T1,ndd_no_documented_epilepsy,False,,3,panelapp_au_id;panelapp_ge_id;sysndd,,FBXL3A;FBL3;FBL3A,605653,ENSG00000005812,protein-coding gene,,,,,Green,,Green,,Definitive,False,False,False,False,False,True,False,True,False,True,,,,,"Intellectual developmental disorder with short stature, facial anomalies, and speech defects; OMIM #606220",,"Short stature; Intellectual developmental disorder with short stature, facial anomalies, and speech defects, 606220; Intellectual disability",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:13601,FBXL4,F-box and leucine rich repeat protein 4,T1,ndd_with_epilepsy,False,,9,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,369897,FBL4;FBL5,605654,ENSG00000112234,protein-coding gene,Definitive,definitive,Assessed,Green,Green,Green,Green,,Definitive,True,True,True,True,True,True,True,True,False,True,Leigh syndrome; mitochondrial disease,"FBXL4-related fatal encephalopathy, lactic acidosis, and severe mitochondrial DNA depletion in muscle",DEE,Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) MIM#615471,Leigh syndrome MONDO:0009723,Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) OMIM:615471; mitochondrial DNA depletion syndrome 13 MONDO:0014198,Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) OMIM:615471; mitochondrial DNA depletion syndrome 13 MONDO:0014198,,,,,False,3,,,,,,,,,,,,True,,,,True,56,"(""FBXL4""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:13590,FBXO11,F-box protein 11,T1,ndd_with_epilepsy,False,,9,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd,528084,FBX11;UBR6,607871,ENSG00000138081,protein-coding gene,,definitive,Assessed,Green,Green,Green,Green,2,Definitive,False,True,True,True,True,True,True,True,True,True,,FBXO11-related variable neurodevelopmental disorder,DEE,"Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities, 618089","Intellectual Developmental Disorder with Dysmorphic Facies and Behavioural Abnormalities, MIM#618089",Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities 618089,Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities 618089,yes,2024-11,https://www.simonssearchlight.org/research/what-we-study/fbxo11/,https://cdn.simonssearchlight.org/wp-content/uploads/2025/07/22033610/FBXO11-25Q2.pdf,True,3,,,,,,,,,,,,True,,,,True,101,"(""FBXO11""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:13593,FBXO22,F-box protein 22,T1,ndd_no_documented_epilepsy,False,,3,panelapp_au_id;panelapp_ge_id;sysndd,,FBX22;FISTC1,609096,ENSG00000167196,protein-coding gene,,,,,Green,,Green,,Definitive,False,False,False,False,False,True,False,True,False,True,,,,,"Neurodevelopmental disorder, MONDO:0700092, FBXO22-related",,"Tayoun-Maawali syndrome, OMIM:621184",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:29046,FBXO28,F-box protein 28,T1,ndd_with_epilepsy,False,,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,442835,FLJ10766;KIAA0483;Fbx28;CENP-30,609100,ENSG00000143756,protein-coding gene,,definitive,Assessed,Green,Green,Green,Green,,Definitive,False,True,True,True,True,True,True,True,False,True,,FBXO28-related developmental and epileptic encephalopathy with profound intellectual disability,"DEE, PME","Developmental and epileptic encephalopathy 100, MIM# 619777","Developmental and epileptic encephalopathy 100, MIM# 619777","Developmental and epileptic encephalopathy 100, OMIM:619777; developmental and epileptic encephalopathy 100, MONDO:0030695","Developmental and epileptic encephalopathy 100, OMIM:619777; developmental and epileptic encephalopathy 100, MONDO:0030695",,,,,False,,,,,,,,,,,,,False,,,,False,28,"(""FBXO28""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:16510,FBXO31,F-box protein 31,T1,ndd_no_documented_epilepsy,False,,4,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,88616,FBX14;FBXO14;Fbx31;MGC15419,609102,ENSG00000103264,protein-coding gene,,,Assessed,,Green,,Green,,Definitive,False,False,False,True,False,True,False,True,False,True,,,,,"Mental retardation, autosomal recessive 45, MIM#615979; Spastic-dystonic cerebral palsy, de novo dominant",,"?Intellectual developmental disorder, autosomal recessive 45, OMIM:615979",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:13607,FBXW11,F-box and WD repeat domain containing 11,T1,ndd_no_documented_epilepsy,False,,5,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,528084,FBXW1B;KIAA0696;Fbw1b;BTRCP2;BTRC2;Hos;Fbw11,605651,ENSG00000072803,protein-coding gene,,strong,Assessed,,Green,,Green,,Definitive,False,True,False,True,False,True,False,True,False,True,,FBXW11-related syndromic intellectual disability,,,"Neurodevelopmental, eye, jaw, and digital syndrome (NDEJD), MIM#618914; Intellectual disability; developmental eye anomalies; digital anomalies",,"Neurodevelopmental, jaw, eye, and digital syndrome, OMIM:618914; neurodevelopmental, jaw, eye, and digital syndrome, MONDO:003005",,,,,False,,,,,,,,,,,,,False,,,,False,,,,False,[]
HGNC:16712,FBXW7,F-box and WD repeat domain containing 7,T1,ndd_with_epilepsy,False,,6,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd,528084,AGO;FLJ11071;SEL-10;SEL10;FBW7;FBX30;CDC4;FBXW6,606278,ENSG00000109670,protein-coding gene,,moderate,Assessed,,Green,,Green,,Definitive,False,True,True,True,False,True,False,True,False,True,,FBXW7-related developmental disorder,DEE,,"Developmental delay, hypotonia, and impaired language, MIM# 620012",,"Developmental delay, hypotonia, and impaired language, OMIM:620012",,,,,False,,,,,,,,,,,,,False,,,,False,1065,"(""FBXW7""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:29500,FCSK,fucose kinase,T1,ndd_with_epilepsy,False,,8,clingen;g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,,FUK;FLJ39408,608675,ENSG00000157353,protein-coding gene,Limited,strong,,Green,Green,Green,Green,,Definitive,True,True,True,False,True,True,True,True,False,True,congenital disorder of glycosylation with defective fucosylation 2,FCSK-related congenital disorder of glycosylation,DEE,"Congenital disorder of glycosylation with defective fucosylation 2, MIM# 618324","Congenital disorder of glycosylation with defective fucosylation 2, MIM# 618324",Congenital disorder of glycosylation with defective fucosylation 2 OMIM:618324; congenital disorder of glycosylation with defective fucosylation 2 MONDO:0020777,"Congenital disorder of glycosylation with defective fucosylation 2, OMIM:618324",,,,,False,,,,,,,,,,,,,False,,,,False,9,"(""FCSK""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
HGNC:3629,FDFT1,farnesyl-diphosphate farnesyltransferase 1,T1,ndd_with_epilepsy,False,,8,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd,730300,SQS,184420,ENSG00000079459,protein-coding gene,,limited,Assessed,Green,Green,Amber,Amber,,Definitive,False,True,True,True,True,True,True,True,False,True,,FDFT1-related defect in cholesterol biosynthesis,DEE,"Squalene synthase deficiency, MIM# 618156","Squalene synthase deficiency, MIM#618156","Squalene synthase deficiency, 618156","Squalene synthase deficiency, 618156",,,,,False,,,,,,,,,,,,,False,,,,False,127,"(""FDFT1""[Title/Abstract]) AND (humans[MeSH Terms])",2026-07,True,[]
