hgnc_id,symbol,tier,domain,sources
HGNC:9545,PSMB8,T1,ndd_with_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_epilepsy;panelapp_ge_id
HGNC:9549,PSMC3,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9552,PSMC5,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9556,PSMD11,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;sfari;sysndd
HGNC:9557,PSMD12,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9571,PSMF1,T1,ndd_no_documented_epilepsy,panelapp_au_id;sysndd
HGNC:9577,PSPH,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9583,PTBP1,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:24717,PTCD3,T1,ndd_with_epilepsy,clingen;panelapp_au_id;panelapp_ge_epilepsy;sysndd
HGNC:9585,PTCH1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:26392,PTCHD1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9587,PTDSS1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:23734,PTF1A,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9606,PTH,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:9608,PTH1R,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:9607,PTHLH,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:26965,PTPMT1,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9647,PTPN14,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:14406,PTPN23,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9656,PTPN4,T1,ndd_no_documented_epilepsy,panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9666,PTPRC,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sfari
HGNC:24265,PTRH2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:33782,PTRHD1,T1,ndd_no_documented_epilepsy,panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9689,PTS,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:17042,PUF60,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:14957,PUM1,T1,ndd_with_epilepsy,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:15508,PUS1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:25461,PUS3,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:26033,PUS7,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:14966,PXDN,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;sfari
HGNC:9721,PYCR1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:30262,PYCR2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9725,PYGL,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:26162,PYROXD1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd
HGNC:9752,QDPR,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:24713,QRICH1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9760,RAB11A,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9761,RAB11B,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9758,RAB1A,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;sysndd
HGNC:14263,RAB23,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9766,RAB27A,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:16499,RAB39B,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9785,RAB5C,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:17155,RABGAP1,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_id;sysndd
HGNC:9801,RAC1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9803,RAC3,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9820,RAD51C,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:9839,RALA,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:17770,RALGAPA1,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:9848,RANBP2,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9857,RAP1B,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9859,RAP1GDS1,T1,ndd_no_documented_epilepsy,panelapp_au_id;panelapp_ge_id;sysndd
HGNC:16854,RAPGEF2,T1,ndd_with_epilepsy,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd
HGNC:9863,RAPSN,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:9865,RARB,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:18662,RAX,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9888,RBBP5,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9891,RBBP8,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:15864,RBCK1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:18222,RBFOX1,T1,ndd_with_epilepsy,g2p_dd;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9894,RBL2,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9896,RBM10,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9905,RBM8A,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:9910,RBMX,T1,ndd_with_epilepsy,orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;sysndd
HGNC:5724,RBPJ,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:20759,RBSN,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:18243,RCBTB1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:17964,RDH11,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:9949,RECQL4,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:9957,RELN,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:9967,RET,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:25964,RETREG1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:30220,RFT1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:9984,RFX3,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:9985,RFX4,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:21478,RFX6,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:25777,RFX7,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:10002,RGS6,T1,ndd_no_documented_epilepsy,sysndd
HGNC:10011,RHEB,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:17686,RIC1,T1,ndd_no_documented_epilepsy,orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:28611,RICTOR,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;sfari;sysndd
HGNC:17283,RIMS2,T1,ndd_no_documented_epilepsy,g2p_dd;sfari;sysndd
HGNC:18750,RIN2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;sysndd
HGNC:10018,RING1,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id
HGNC:21876,RINT1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:10019,RIPK1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;sysndd
HGNC:496,RIPK4,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:10023,RIT1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:13429,RLIM,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:21176,RMND1,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:10031,RMRP,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:18518,RNASEH2A,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:25671,RNASEH2B,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:24116,RNASEH2C,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:21686,RNASET2,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:12974,RNF113A,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:21150,RNF125,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:10057,RNF13,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:26661,RNF168,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd
HGNC:10061,RNF2,T1,ndd_with_epilepsy,orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:14539,RNF213,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;sysndd
HGNC:25552,RNF220,T1,ndd_no_documented_epilepsy,panelapp_au_id;panelapp_ge_id;sysndd
HGNC:25905,RNFT2,T1,ndd_no_documented_epilepsy,sysndd
HGNC:10074,RNH1,T1,ndd_with_epilepsy,g2p_dd;panelapp_au_epilepsy;panelapp_au_id;sysndd
HGNC:18666,RNPC3,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:10193,RNU4-2,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:34016,RNU4ATAC,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:10212,RNU5B-1,T1,ndd_with_epilepsy,clingen;g2p_dd;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:34017,RNU6ATAC,T1,ndd_with_epilepsy,panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:34033,RNU7-1,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:10249,ROBO1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:13433,ROBO3,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id;sysndd
HGNC:17985,ROBO4,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes
HGNC:10257,ROR2,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:10258,RORA,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sfari;sysndd
HGNC:10294,RPE65,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:10295,RPGR,T1,ndd_no_documented_epilepsy,clingen;orphadata_genes;panelapp_ge_id
HGNC:13436,RPGRIP1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_ge_id;sysndd
HGNC:29168,RPGRIP1L,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:17056,RPH3A,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;sfari;sysndd
HGNC:10297,RPIA,T1,ndd_with_epilepsy,genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:10298,RPL10,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:10301,RPL11,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id
HGNC:10402,RPS19,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id
HGNC:10410,RPS23,T1,ndd_no_documented_epilepsy,g2p_dd;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:10414,RPS26,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes
HGNC:10432,RPS6KA3,T1,ndd_with_epilepsy,clingen;g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:10439,RPS6KC1,T1,ndd_with_epilepsy,g2p_dd;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:10447,RRAS,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:17271,RRAS2,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_au_id;sysndd
HGNC:10449,RREB1,T1,ndd_no_documented_epilepsy,g2p_dd;orphadata_genes;panelapp_au_id;panelapp_ge_id;sysndd
HGNC:17296,RRM2B,T1,ndd_with_epilepsy,g2p_dd;genes4epilepsy;orphadata_genes;panelapp_au_epilepsy;panelapp_au_id;panelapp_ge_epilepsy;panelapp_ge_id;sysndd
HGNC:18118,RSF1,T1,ndd_with_epilepsy,genes4epilepsy;panelapp_au_id;panelapp_ge_id;sfari;sysndd
HGNC:12371,RSPH1,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
HGNC:21054,RSPH3,T1,ndd_no_documented_epilepsy,clingen;g2p_dd;orphadata_genes;panelapp_ge_id
